No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
1,64,43.3366,113.332,2.04132,2.56204,719.562,120.419,5.16506,-11.1933,22884.3,251.166,1,1,1,1,1,0
1,65,43.5965,113.415,1.93368,2.39188,810.439,118.74,-1.65952,-11.7812,23051,253.189,1,1,1,1,1,0
1,66,43.2951,113.25,2.21284,2.34773,707.931,108.033,6.40143,-12.1418,22597,238.414,1,1,1,1,1,0
1,67,43.2443,113.219,2.32889,2.56148,736.941,66.2351,3.98723,-9.15796,26835.1,226.154,1,1,1,1,1,0
1,68,43.4046,113.341,2.07501,2.43226,740.753,103.532,1.45797,-13.9878,21398.4,225.337,1,1,1,1,1,0
1,69,43.3217,113.397,2.31007,2.24856,714.083,96.1215,7.23869,-12.7065,22897.5,231.527,1,1,1,1,1,0
1,70,43.3774,113.566,2.13007,2.26926,712.793,100.985,5.75916,-14.7657,21425.8,228.941,1,1,1,1,1,0
1,71,43.4209,113.487,2.1659,2.63482,708.628,89.8185,3.6389,-15.1687,24642,240.917,1,1,1,1,1,0
1,72,43.4885,113.128,2.18463,2.62033,747.847,80.848,3.74981,-9.11204,25915.2,233.84,1,1,1,1,1,0
1,73,43.3629,113.335,1.95485,2.33837,776.615,123.458,10.3778,-8.60983,22021.4,246.793,1,1,1,1,1,0
1,74,43.2344,113.567,1.81839,1.836,876.49,140.695,14.0641,-14.0675,17990.9,242.314,1,1,1,1,1,0
1,75,43.3018,113.5,2.12973,2.13729,746.371,131.932,8.7271,-16.3112,20978.7,255.515,1,1,1,1,1,0
1,76,43.4601,113.411,2.12646,2.29532,740.914,128.044,6.15395,-13.9677,22385.7,262.379,1,1,1,1,1,0
1,77,43.4337,113.313,2.08747,2.20902,688.203,123.649,2.31157,-8.04963,19717.6,236.716,1,1,1,1,1,0
1,78,43.1984,113.394,2.05131,2.31361,712.624,103.653,3.33422,-7.89176,20969.1,223.781,1,1,1,1,1,0
1,79,43.2833,113.507,2.08154,2.58701,760.433,81.6613,4.82441,-9.97374,25085.3,230.692,1,1,1,1,1,0
1,80,43.541,113.555,2.19899,2.74827,674.691,84.951,-0.827203,-9.47985,24710.8,233.929,1,1,1,1,1,0
1,81,43.2725,113.778,2.081,2.75088,689.235,105.203,2.38675,-14.2346,23982.8,253.349,1,1,1,1,1,0
1,82,43.4282,113.429,2.06909,2.43389,699.311,110.034,0.158527,-10.2627,21716.9,239.544,1,1,1,1,1,0
1,83,43.4917,113.218,2.00479,2.44011,643.979,116.442,1.47238,-11.6405,19459.6,224.817,1,1,1,1,1,0
1,84,43.1861,113.325,1.83534,2.42733,645.181,156.542,9.28792,-19.9973,17825.3,253.213,1,1,1,1,1,0
1,85,43.7412,113.525,1.89625,2.43207,718.156,148.01,2.10044,-18.3906,20117.1,269.527,1,1,1,1,1,0
1,86,43.4691,113.35,1.99494,2.44969,676.845,153.425,8.14449,-16.7474,20680.2,267.053,1,1,1,1,1,0
1,87,43.3859,113.545,1.87329,2.28099,742.946,150.918,8.23079,-19.5936,19731.4,266.822,1,1,1,1,1,0
1,88,43.5292,113.196,2.19536,2.51832,721.668,103.415,3.58633,-12.3773,24677.9,249.828,1,1,1,1,1,0
1,89,43.6024,113.246,2.18513,2.69326,720.488,118.587,1.68885,-17.8042,25429.1,271.799,1,1,1,1,1,0
1,90,43.4699,113.096,1.94438,2.3763,826.141,157.68,5.27588,-16.6353,23662.1,287.663,1,1,1,1,1,0
1,91,43.4979,112.944,2.21397,2.32765,805.908,132.178,3.79479,-13.9177,25651.9,299.29,1,1,1,1,1,0
1,92,43.5205,112.897,2.13913,2.25164,804.819,121.309,3.35957,-9.018,23244.5,275.225,1,1,1,1,1,0
1,93,43.475,112.882,2.22923,2.42462,770.289,110.676,3.38702,-3.25026,25620.3,266.296,1,1,1,1,1,0
1,94,43.1475,113.484,2.02478,2.49339,759.22,105.954,7.82524,-7.26723,24475.4,249.598,1,1,1,1,1,0
1,95,43.2018,113.756,2.00563,2.48458,711.747,126.063,5.37994,-20.6383,21463.2,263.456,1,1,1,1,1,0
1,96,43.2622,113.675,2.18561,2.27336,748.565,117.245,4.20338,-15.9525,23033.9,259.621,1,1,1,1,1,0
1,97,43.2396,113.514,1.92931,1.97935,708.734,141.845,3.73174,-16.7087,16197.3,237.331,1,1,1,1,1,0
1,98,43.7036,113.214,2.07049,2.57598,622.849,123.37,-0.096157,-16.8386,20392.4,240.041,1,1,1,1,1,0
1,99,43.7192,113.239,2.10098,2.63549,700.534,102.756,0.364377,-15.6977,23694.4,243.964,1,1,1,1,1,0
1,100,43.4199,113.407,2.08957,2.43834,646.581,116.604,1.59987,-12.4013,20459,238.515,1,1,1,1,1,0
1,101,43.429,113.406,2.14331,2.41603,659.345,111.022,3.69375,-13.559,21041.6,234.574,,,,,,0
2,1,40.8302,326.543,1.63401,1.97555,303.321,55.4647,0.768281,1.2845,6133.84,94.1953,1,1,2,2,3,0
2,2,41.5769,326.959,1.86866,1.34224,288.947,66.7159,-0.904612,-1.20825,4548.07,91.5207,1,1,2,2,2,0
2,3,41.2431,326.993,1.31371,1.29522,325.83,73.9469,1.31835,1.96525,3483.87,95.3905,1,1,1,2,2,0
2,4,41.028,327.182,1.38169,1.86709,298.831,56.9429,0.460967,3.00188,4837.91,88.9645,1,1,1,2,2,0
2,5,41.1411,326.702,1.57178,1.82756,281.006,54.2424,1.86612,0.677618,5065.97,83.8521,1,1,1,2,2,0
2,6,41.4214,326.787,1.72117,1.62261,288.007,59.9787,1.29921,0.098397,5049.9,88.4142,1,1,1,2,2,0
2,7,41.4932,327.2,1.5006,1.48584,348.21,57.3442,-0.130156,-0.398164,4705.74,84.6864,1,1,1,2,2,0
2,8,41.7909,326.968,1.50988,1.38044,328.433,53.452,-1.36903,-0.375381,4300.87,79.574,1,1,1,2,2,0
2,9,41.3331,327.145,1.93908,1.49968,254.512,52.9518,-0.448476,-1.80931,4640.61,80.6213,1,1,1,2,2,0
2,10,40.9674,326.857,1.72045,1.64438,324.683,52.7941,0.921863,-2.55686,5767.79,90.6095,1,1,1,1,1,0
2,11,41.2991,326.792,1.57366,1.52719,345.373,57.5096,-0.121238,-0.661133,5214.2,88.1598,1,1,1,1,1,0
2,12,41.4418,327.039,1.63664,1.69829,293.481,58.2846,-0.498739,-2.16731,5122.02,90.1538,1,1,1,1,1,0
2,13,41.2318,326.998,1.29506,1.5714,336.812,58.0029,0.373697,-1.34131,4306.47,83.2899,1,1,1,1,1,0
2,14,41.4313,327.097,1.58882,1.73196,252.86,60.0337,1.66612,-1.03338,4369.15,84.8047,1,1,1,1,1,0
2,15,40.9537,326.91,1.6099,1.63985,270.144,58.2345,1.13538,-0.756262,4479.43,86.1657,1,1,1,1,1,0
2,16,41.2793,326.807,1.66385,1.58293,331.6,61.7246,-0.0977068,0.133279,5485.03,95.213,1,1,1,1,1,0
2,17,41.2631,327.004,1.72645,1.80821,253.345,57.4211,-0.794776,-0.495308,4963,90.3432,1,1,1,1,1,0
