No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
5,90,62.3973,60.4292,2.83521,2.7472,1179.47,66.2756,-6.18574,-7.25135,55071.2,404.947,1,1,1,1,1,0
5,91,62.3867,60.7166,2.72391,2.73134,1177.4,55.6921,-2.06689,-17.6107,52420.9,389.965,1,1,1,1,1,0
5,92,62.5698,60.9964,2.787,2.93064,1222.35,5.1261,2.15801,-24.132,59068.7,389.13,1,1,1,1,1,0
5,93,62.8407,60.6713,2.67612,2.78619,1241.38,39.2888,-10.0366,-20.9789,54964.7,386.503,1,1,1,1,1,0
5,94,62.5831,60.5925,2.36475,2.52307,1293.83,100.733,-2.71895,-17.6982,46871.3,388.657,1,1,1,1,1,0
5,95,62.4604,60.6468,2.48966,2.52886,1331.99,110.421,-2.95007,-18.8283,50384.5,419.515,1,1,1,1,1,0
5,96,62.8248,60.7175,2.5663,2.72636,1346.77,51.683,-15.4844,-22.0768,58102.3,419.627,1,1,1,1,1,0
5,97,62.6864,60.4989,2.6588,2.76091,1231.36,72.5297,-9.88118,-13.2065,54324.1,406.71,1,1,1,1,1,0
5,98,62.7609,60.785,2.73218,2.88937,1178.91,50.6346,-9.20307,-18.7383,55212.6,403.598,1,1,1,1,1,0
5,99,62.6587,60.7968,2.6907,2.80997,1204.58,65.1406,-8.62713,-11.8378,54565.1,412.852,1,1,1,1,1,0
5,100,62.2819,60.5804,2.5014,2.50343,1211.9,144.601,2.48223,-17.7681,45502.9,424.337,1,1,1,1,1,0
5,101,62.5034,60.3911,2.5028,2.41192,1288.61,144.316,-4.88458,-13.2075,47450.9,427.414,,,,,,0
6,1,61.093,33.393,1.48464,1.81166,295.052,67.8466,2.84596,0.667808,4980.99,94.7278,1,1,2,2,3,0
6,2,61.4593,34.2161,1.43871,1.78415,392.318,60.5501,0.11464,0.541953,6323.23,97.7574,1,1,2,2,3,0
6,3,61.0572,34.0036,1.46036,1.59714,642.238,72.1203,3.87535,-1.86266,9410.61,125.757,1,1,2,2,3,0
6,4,61.4254,33.5567,1.40741,1.40029,665.945,66.404,1.87332,1.30366,8361.36,115.781,1,1,2,2,3,0
6,5,61.5991,34.2469,1.60987,1.79157,469.438,64.8752,-1.9284,-1.82062,8498.57,116.905,1,1,2,2,3,0
6,6,60.9871,34.2088,1.46801,1.50688,385.23,70.7886,3.1622,-3.56067,5354.48,99.4911,1,1,1,2,3,0
6,7,61.6267,34.184,1.51053,1.81808,329.636,61.293,1.81731,-1.08012,5510.93,91.9675,1,1,1,2,2,0
6,8,62.2664,34.1591,1.55304,2.12928,274.042,51.7974,0.472421,1.40042,5667.37,84.4438,1,1,1,2,2,0
6,9,61.6262,34.2383,1.41091,1.46275,468.057,59.6841,1.10618,0.528192,6069.07,94.6095,1,1,1,1,1,0
6,10,61.4854,34.1938,1.60551,1.85772,405.362,50.7258,1.71682,0.846002,7522.09,96.8107,1,1,1,1,1,0
6,11,61.5452,34.5278,1.83066,2.12718,262.544,48.8453,3.55397,0.0826099,6380.91,89.0769,1,1,1,1,1,0
6,12,61.4603,34.0723,1.98463,2.32382,224.085,59.7809,4.51802,1.2846,6774.39,99.8225,1,1,1,1,1,0
6,13,61.4317,34.6014,1.36943,1.30396,382.615,66.4771,0.617738,-4.19894,4293.69,88.5917,1,1,1,1,1,0
6,14,61.838,34.6412,1.41763,0.939486,488.548,42.0035,2.22278,-2.47871,4097.73,65.2012,1,1,1,1,1,0
